exchGnge	stock_symbol	dGte	dividends
NYSE	GFB	5/7/2008	0.066
NYSE	GFB	4/2/2008	0.066
NYSE	GFB	3/5/2008	0.066
NYSE	GFB	2/6/2008	0.066
NYSE	GFB	1/10/2008	0.066
NYSE	GFB	12/5/2007	0.066
NYSE	GFB	11/7/2007	0.066
NYSE	GFB	10/3/2007	0.066
NYSE	GFB	9/5/2007	0.066
NYSE	GFB	8/1/2007	0.066
NYSE	GFB	7/3/2007	0.066
NYSE	GFB	6/6/2007	0.066
NYSE	GFB	5/2/2007	0.066
NYSE	GFB	4/3/2007	0.066
NYSE	GFB	3/7/2007	0.066
NYSE	GFB	2/7/2007	0.066
NYSE	GFB	1/10/2007	0.066
NYSE	GFB	12/6/2006	0.066
NYSE	GFB	11/1/2006	0.066
NYSE	GFB	10/4/2006	0.083
NYSE	GFB	9/6/2006	0.083
NYSE	GFB	8/2/2006	0.083
NYSE	GFB	7/5/2006	0.083
NYSE	GFB	6/7/2006	0.083
NYSE	GFB	5/3/2006	0.083
NYSE	GFB	4/5/2006	0.083
NYSE	GFB	3/1/2006	0.083
NYSE	GFB	2/1/2006	0.083
NYSE	GFB	1/11/2006	0.083
NYSE	GFB	12/7/2005	0.083
NYSE	GFB	11/2/2005	0.083
NYSE	GFB	10/5/2005	0.083
NYSE	GFB	9/7/2005	0.083
NYSE	GFB	8/3/2005	0.083
NYSE	GFB	7/6/2005	0.083
NYSE	GFB	6/1/2005	0.083
NYSE	GFB	5/4/2005	0.083
NYSE	GFB	4/6/2005	0.083
NYSE	GFB	3/2/2005	0.083
NYSE	GFB	2/2/2005	0.083
NYSE	GFB	1/12/2005	0.083
NYSE	GFB	12/1/2004	0.083
NYSE	GFB	11/3/2004	0.083
NYSE	GFB	10/6/2004	0.083
NYSE	GFB	9/1/2004	0.083
NYSE	GFB	8/4/2004	0.083
NYSE	GFB	6/30/2004	0.083
NYSE	GFB	6/2/2004	0.083
NYSE	GFB	5/5/2004	0.083
NYSE	GFB	3/31/2004	0.083
NYSE	GFB	3/3/2004	0.083
NYSE	GFB	2/4/2004	0.083
NYSE	GFB	1/7/2004	0.083
NYSE	GFB	12/3/2003	0.083
NYSE	GFB	11/5/2003	0.079
NYSE	GFB	10/1/2003	0.079
NYSE	GFB	9/3/2003	0.08
NYSE	GFB	7/30/2003	0.08
NYSE	GFB	7/1/2003	0.08
NYSE	GFB	6/4/2003	0.08
NYSE	GFB	4/30/2003	0.08
NYSE	GFB	4/2/2003	0.08
NYSE	GFB	3/5/2003	0.08
NYSE	GFB	2/5/2003	0.08
NYSE	GFB	1/2/2003	0.08
NYSE	GFB	12/4/2002	0.08
NYSE	GFB	10/30/2002	0.08
NYSE	GFB	10/2/2002	0.08
NYSE	GFB	9/4/2002	0.08
NYSE	GFB	7/31/2002	0.08
NYSE	GFB	7/2/2002	0.08
NYSE	GFB	6/5/2002	0.08
NYSE	GFB	5/1/2002	0.08
NYSE	GFB	3/26/2002	0.08
NYSE	GRG	12/11/2009	0.18
NYSE	GRG	9/11/2009	0.18
NYSE	GRG	6/11/2009	0.18
NYSE	GRG	3/11/2009	0.16
NYSE	GRG	12/11/2008	0.16
NYSE	GRG	9/11/2008	0.12
NYSE	GRG	6/10/2008	0.12
NYSE	GRG	3/11/2008	0.12
NYSE	GRG	12/12/2007	0.09
NYSE	GRG	9/12/2007	0.09
NYSE	GRG	6/13/2007	0.09
NYSE	GRG	3/13/2007	0.07
NYSE	GRG	12/13/2006	0.07
NYSE	GRG	9/13/2006	0.07
NYSE	GRG	6/13/2006	0.07
NYSE	GRG	3/13/2006	0.06
NYSE	GRG	12/13/2005	0.06
NYSE	GRG	9/13/2005	0.06
NYSE	GRG	6/13/2005	0.06
NYSE	GRG	3/11/2005	0.045
NYSE	GRG	12/13/2004	0.045
NYSE	GRG	9/13/2004	0.045
NYSE	GRG	6/14/2004	0.045
NYSE	GRG	3/11/2004	0.04
NYSE	GRG	12/11/2003	0.04
NYSE	GRG	9/11/2003	0.04
NYSE	GRG	6/11/2003	0.04
NYSE	GHL	11/6/2009	0.15
NYSE	GHL	8/10/2009	0.15
NYSE	GHL	5/11/2009	0.15
NYSE	GHL	2/11/2009	0.15
NYSE	GHL	11/7/2008	0.15
NYSE	GHL	8/8/2008	0.15
NYSE	GHL	5/8/2008	0.15
NYSE	GHL	2/13/2008	0.15
NYSE	GHL	11/8/2007	0.15
NYSE	GHL	8/3/2007	0.15
NYSE	GHL	5/11/2007	0.15
NYSE	GHL	2/16/2007	0.15
NYSE	GHL	12/15/2006	0.15
NYSE	GHL	8/9/2006	0.15
NYSE	GHL	6/7/2006	0.15
NYSE	GHL	2/24/2006	0.15
NYSE	GHL	12/8/2005	0.15
NYSE	GHL	8/4/2005	0.15
NYSE	GHL	6/3/2005	0.15
NYSE	GHL	3/11/2005	0.15
NYSE	GHL	11/30/2004	0.03
NYSE	GHL	8/11/2004	0.03
NYSE	GHL	6/24/2004	0.03
NYSE	GHL	3/19/2004	0.03
NYSE	GPG	1/20/2010	0.15
NYSE	GPG	10/20/2009	0.15
NYSE	GPG	7/20/2009	0.15
NYSE	GPG	4/20/2009	0.15
NYSE	GPG	1/20/2009	0.15
NYSE	GPG	10/20/2008	0.15
NYSE	GPG	7/18/2008	0.15
NYSE	GPG	4/18/2008	0.15
NYSE	GPG	2/22/2008	0.1
NYSE	GPG	1/17/2008	0.15
NYSE	GPG	10/18/2007	0.15
NYSE	GPG	7/19/2007	0.15
NYSE	GPG	4/19/2007	0.15
NYSE	GPG	1/18/2007	0.15
NYSE	GPG	10/19/2006	0.15
NYSE	GPG	7/19/2006	0.1
NYSE	GPG	4/19/2006	0.1
NYSE	GPG	1/19/2006	0.1
NYSE	GPG	10/20/2005	0.1
NYSE	GPG	7/20/2005	0.08
NYSE	GPG	4/20/2005	0.08
NYSE	GPG	1/19/2005	0.08
NYSE	GPG	10/20/2004	0.08
NYSE	GPG	7/20/2004	0.06
NYSE	GPG	4/20/2004	0.06
NYSE	GPG	1/20/2004	0.06
NYSE	GPG	10/20/2003	0.06
NYSE	GPG	7/18/2003	0.05
NYSE	GPG	4/17/2003	0.05
NYSE	GPG	1/17/2003	0.04762
NYSE	GPG	10/18/2002	0.04762
NYSE	GPG	7/18/2002	0.04762
NYSE	GPG	4/18/2002	0.04762
NYSE	GPG	1/17/2002	0.04762
NYSE	GPG	11/28/2001	0.07792
NYSE	GPG	10/18/2001	0.04329
NYSE	GPG	11/13/2000	0.0606
NYSE	GPG	3/29/2000	0.0303
NYSE	GPG	12/29/1999	0.0303
NYSE	GPG	9/28/1999	0.0303
NYSE	GPG	6/28/1999	0.0303
NYSE	GPG	3/29/1999	0.0303
NYSE	GPG	12/29/1998	0.0303
NYSE	GPG	9/28/1998	0.0303
NYSE	GPG	6/26/1998	0.0303
NYSE	GPG	3/27/1998	0.0303
NYSE	GPG	12/29/1997	0.0303
NYSE	GPG	9/26/1997	0.0303
NYSE	GPG	6/26/1997	0.0303
NYSE	GPG	3/26/1997	0.0303
NYSE	GPG	12/27/1996	0.0303
NYSE	GPG	9/26/1996	0.0303
NYSE	GPG	6/26/1996	0.0303
NYSE	GPG	3/27/1996	0.0303
NYSE	GPG	12/27/1995	0.0303
NYSE	GPG	9/27/1995	0.0303
NYSE	GPG	6/28/1995	0.0303
NYSE	GPG	3/27/1995	0.0303
NYSE	GPG	12/23/1994	0.0303
NYSE	GPG	9/26/1994	0.0303
NYSE	GPG	6/24/1994	0.0303
NYSE	GPG	3/25/1994	0.0303
NYSE	GPG	12/27/1993	0.0303
NYSE	GPG	9/24/1993	0.0303
NYSE	GPG	6/24/1993	0.0303
NYSE	GPG	3/25/1993	0.0303
NYSE	GPG	12/24/1992	0.0303
NYSE	GPG	9/24/1992	0.0303
NYSE	GPG	6/24/1992	0.0303
NYSE	GPG	3/25/1992	0.0303
NYSE	GPG	12/24/1991	0.0303
NYSE	GPG	9/24/1991	0.0303
NYSE	GPG	6/24/1991	0.0303
NYSE	GPG	3/22/1991	0.0303
NYSE	GPG	12/24/1990	0.0303
NYSE	GPG	9/24/1990	0.0303
NYSE	GPG	6/25/1990	0.0303
NYSE	GPG	3/26/1990	0.0303
NYSE	GPG	12/22/1989	0.0303
NYSE	GPG	9/25/1989	0.0303
NYSE	GPG	6/26/1989	0.0303
NYSE	GPG	3/27/1989	0.0303
NYSE	GPG	12/23/1988	0.0303
NYSE	GPG	9/20/1988	0.0303
NYSE	GPG	6/24/1988	0.0303
NYSE	GPG	3/25/1988	0.0303
NYSE	GPG	12/24/1987	0.0303
NYSE	GPG	9/24/1987	0.0303
NYSE	GPG	9/14/1987	0.01212
NYSE	GPG	6/24/1987	0.0303
NYSE	GPG	3/25/1987	0.0303
NYSE	GPG	12/24/1986	0.0303
NYSE	GPG	9/24/1986	0.0303
NYSE	GPG	6/24/1986	0.0303
NYSE	GPG	3/24/1986	0.0303
NYSE	GPG	12/24/1985	0.0303
NYSE	GPG	9/24/1985	0.0303
NYSE	GPG	6/24/1985	0.0303
NYSE	GPG	3/25/1985	0.0303
NYSE	GPG	12/24/1984	0.0303
NYSE	GPG	9/24/1984	0.0303
NYSE	GPG	6/25/1984	0.0303
NYSE	GPG	3/26/1984	0.0303
NYSE	GPG	12/23/1983	0.0303
NYSE	GPG	9/26/1983	0.0303
NYSE	GPG	6/24/1983	0.0303
NYSE	GPG	3/25/1983	0.0303
NYSE	GPG	12/23/1982	0.0303
NYSE	GPG	9/24/1982	0.02598
NYSE	GPG	6/24/1982	0.02598
NYSE	GPG	3/25/1982	0.02598
NYSE	GET	11/10/2009	0.04
NYSE	GET	11/10/2008	0.04
NYSE	GET	11/13/2007	0.04
NYSE	GET	11/13/2006	0.04
NYSE	GET	11/14/2005	0.02
NYSE	GET	11/12/2004	0.01
NYSE	GET	11/12/2003	0.01
NYSE	GET	11/13/2002	0.01
NYSE	GET	11/9/2001	0.01
NYSE	GET	10/25/2000	0.025
NYSE	GET	7/26/2000	0.025
NYSE	GET	4/26/2000	0.025
NYSE	GET	1/26/2000	0.025
NYSE	GET	10/27/1999	0.025
NYSE	GET	7/28/1999	0.025
NYSE	GET	4/28/1999	0.025
NYSE	GET	1/27/1999	0.025
NYSE	GET	10/28/1998	0.025
NYSE	GET	7/29/1998	0.025
NYSE	GET	4/22/1998	0.025
NYSE	GET	1/28/1998	0.025
NYSE	GET	10/29/1997	0.025
NYSE	GET	7/23/1997	0.025
NYSE	GET	4/23/1997	0.025
NYSE	GET	1/29/1997	0.025
NYSE	GET	10/23/1996	0.025
NYSE	GET	7/24/1996	0.025
NYSE	GET	4/24/1996	0.08625
NYSE	GET	1/24/1996	0.08625
NYSE	GET	10/25/1995	0.08625
NYSE	GET	7/26/1995	0.08625
NYSE	GET	4/24/1995	0.08625
NYSE	GET	1/23/1995	0.08625
NYSE	GET	10/24/1994	0.08625
NYSE	GET	7/25/1994	0.08625
NYSE	GET	4/25/1994	0.08625
NYSE	GET	1/24/1994	0.08625
NYSE	GET	10/25/1993	0.08625
NYSE	GET	7/26/1993	0.08625
NYSE	GET	4/26/1993	0.08625
NYSE	GET	1/25/1993	0.08625
NYSE	GET	10/26/1992	0.08625
NYSE	GET	7/27/1992	0.08625
NYSE	GET	4/20/1992	0.08625
NYSE	GET	3/18/1992	0.08625
NYSE	GET	1/27/1992	0.08625
NYSE	GET	10/21/1991	0.08625
NYSE	GET	7/22/1991	0.08625
NYSE	GET	4/22/1991	0.08625
NYSE	GET	1/18/1991	0.08625
NYSE	GET	10/22/1990	0.08625
NYSE	GET	7/23/1990	0.08625
NYSE	GET	4/23/1990	0.08625
NYSE	GET	1/22/1990	0.08625
NYSE	GET	10/23/1989	0.08625
NYSE	GET	7/24/1989	0.08625
NYSE	GET	4/24/1989	0.08625
NYSE	GET	1/23/1989	0.08625
NYSE	GET	10/24/1988	0.08625
NYSE	GET	7/25/1988	0.08625
NYSE	GET	4/25/1988	0.08625
NYSE	GET	1/8/1988	0.08625
NYSE	GET	10/8/1987	0.08625
NYSE	GET	7/10/1987	0.08625
NYSE	GET	4/10/1987	0.08625
NYSE	GET	1/9/1987	0.0825
NYSE	GET	10/3/1986	0.0825
NYSE	GET	7/3/1986	0.0825
NYSE	GET	4/4/1986	0.0825
NYSE	GET	1/10/1986	0.0825
NYSE	GET	10/4/1985	0.0825
NYSE	GET	7/5/1985	0.0825
NYSE	GET	4/4/1985	0.0825
NYSE	GET	12/7/1984	0.0825
NYSE	GET	9/7/1984	0.0825
NYSE	GET	6/6/1984	0.0825
NYSE	GET	3/9/1984	0.0825
NYSE	GET	12/9/1983	0.0825
NYSE	GET	9/9/1983	0.0825
NYSE	GET	6/10/1983	0.0825
NYSE	GET	3/11/1983	0.0825
NYSE	GET	12/10/1982	0.07875
NYSE	GET	9/10/1982	0.07875
NYSE	GET	6/11/1982	0.07875
NYSE	GET	3/12/1982	0.07875
NYSE	GET	12/11/1981	0.0725
NYSE	GET	9/11/1981	0.0725
NYSE	GET	6/12/1981	0.0725
NYSE	GET	3/13/1981	0.0725
NYSE	GET	12/12/1980	0.06625
NYSE	GET	9/12/1980	0.06625
NYSE	GET	6/13/1980	0.06625
NYSE	GET	3/14/1980	0.06625
NYSE	GET	12/14/1979	0.05625
NYSE	GET	9/14/1979	0.05625
NYSE	GET	6/28/1979	0.05625
NYSE	GET	3/16/1979	0.05625
NYSE	GET	12/15/1978	0.04584
NYSE	GET	8/31/1978	0.04584
NYSE	GET	6/2/1978	0.04584
NYSE	GET	3/3/1978	0.04584
NYSE	GET	12/2/1977	0.03333
NYSE	GET	9/1/1977	0.03333
NYSE	GET	6/3/1977	0.03333
NYSE	GET	3/4/1977	0.025
NYSE	GIN	12/24/2009	0.12
NYSE	GIN	9/3/2009	0.12
NYSE	GIN	6/4/2009	0.12
NYSE	GIN	3/12/2009	0.12
NYSE	GIN	12/30/2008	0.12
NYSE	GIN	9/4/2008	0.12
NYSE	GIN	6/4/2008	0.12
NYSE	GIN	3/12/2008	0.11
NYSE	GIN	12/5/2007	0.11
NYSE	GIN	9/6/2007	0.11
NYSE	GIN	6/5/2007	0.11
NYSE	GIN	2/27/2007	0.1
NYSE	GIN	12/5/2006	0.1
NYSE	GIN	9/6/2006	0.1
NYSE	GIN	6/5/2006	0.1
NYSE	GIN	3/10/2006	0.09
NYSE	GIN	12/5/2005	0.09
NYSE	GIN	9/6/2005	0.09
NYSE	GIN	6/3/2005	0.08
NYSE	GIN	3/10/2005	0.08
NYSE	GIN	11/30/2004	0.08
NYSE	GIN	9/1/2004	0.08
NYSE	GIN	6/2/2004	0.07
NYSE	GIN	3/4/2004	0.07
NYSE	GIN	12/3/2003	0.07
NYSE	GIN	9/3/2003	0.07
NYSE	GIN	6/4/2003	0.055
NYSE	GIN	3/6/2003	0.055
NYSE	GIN	12/4/2002	0.05
NYSE	GIN	9/4/2002	0.05
NYSE	GIN	6/5/2002	0.05
NYSE	GIN	3/7/2002	0.05
NYSE	GIN	12/5/2001	0.05
NYSE	GIN	3/11/1998	0.09992
NYSE	GIN	12/3/1997	0.09992
NYSE	GIN	9/3/1997	0.09992
NYSE	GIN	6/4/1997	0.09992
NYSE	GIN	2/19/1997	0.09992
NYSE	GIN	12/4/1996	0.09516
NYSE	GIN	9/4/1996	0.09516
NYSE	GIN	6/5/1996	0.09516
NYSE	GIN	3/13/1996	0.09516
NYSE	GIN	11/29/1995	0.09516
NYSE	GIN	8/30/1995	0.09516
NYSE	GIN	5/26/1995	0.09516
NYSE	GIN	3/14/1995	0.08374
NYSE	GIN	11/28/1994	0.08374
NYSE	GIN	8/29/1994	0.08374
NYSE	GIN	5/27/1994	0.08374
NYSE	GIN	3/8/1994	0.08279
NYSE	GIN	12/6/1993	0.08279
NYSE	GIN	8/30/1993	0.08279
NYSE	GIN	5/28/1993	0.08279
NYSE	GIN	3/9/1993	0.08279
NYSE	GIN	12/7/1992	0.08279
NYSE	GIN	8/31/1992	0.08279
NYSE	GIN	6/1/1992	0.08279
NYSE	GIN	3/10/1992	0.08279
NYSE	GIN	12/4/1991	0.08279
NYSE	GIN	9/3/1991	0.08279
NYSE	GIN	6/3/1991	0.08279
NYSE	GIN	3/4/1991	0.08279
NYSE	GIN	12/5/1990	0.08279
NYSE	GIN	8/31/1990	0.08279
NYSE	GIN	6/4/1990	0.08279
NYSE	GIN	3/5/1990	0.08279
NYSE	GIN	12/4/1989	0.08279
NYSE	GIN	9/1/1989	0.07137
NYSE	GPH	12/14/2009	0.015
NYSE	GPH	9/14/2009	0.015
NYSE	GPH	6/8/2009	0.015
NYSE	GPH	3/9/2009	0.015
NYSE	GPH	12/15/2008	0.015
NYSE	GPH	9/8/2008	0.015
NYSE	GPH	6/9/2008	0.015
NYSE	GPH	3/10/2008	0.015
NYSE	GPH	12/10/2007	0.015
NYSE	GPH	9/10/2007	0.015
NYSE	GPH	6/11/2007	0.015
NYSE	GPH	3/12/2007	0.015
NYSE	GPH	12/11/2006	0.015
NYSE	GPH	9/11/2006	0.015
NYSE	GPH	6/12/2006	0.015
NYSE	GPH	3/13/2006	0.015
NYSE	GPH	12/12/2005	0.015
NYSE	GPH	9/12/2005	0.015
NYSE	GPH	6/15/2005	0.015
NYSE	GPH	3/11/2005	0.015
NYSE	GFN	6/18/2008	0.25
NYSE	GFN	3/18/2008	0.25
NYSE	GFN	12/19/2007	0.31
NYSE	GFN	9/19/2007	0.31
NYSE	GFN	6/13/2007	0.31
NYSE	GFN	3/1/2007	0.3
NYSE	GFN	10/30/2006	0.28
NYSE	GFN	8/30/2006	0.03
NYSE	GFN	5/10/2006	0.03
NYSE	GFN	3/14/2006	0.03
NYSE	GFN	11/17/2005	0.03
NYSE	GFN	8/18/2005	0.03
NYSE	GFN	7/6/2005	0
NYSE	GFN	4/7/2005	0.18
NYSE	GFN	3/17/2005	0.2
NYSE	GFN	11/24/2004	0.05
NYSE	GFN	8/25/2004	0.015
NYSE	GXL	12/4/2008	0.02
NYSE	GXL	9/3/2008	0.02
NYSE	GXL	6/4/2008	0.15
NYSE	GXL	3/5/2008	0.15
NYSE	GXL	12/5/2007	0.15
NYSE	GXL	9/5/2007	0.15
NYSE	GXL	6/5/2007	0.15
NYSE	GXL	3/5/2007	0.15
NYSE	GXL	12/5/2006	0.15
NYSE	GXL	9/5/2006	0.15
NYSE	GXL	6/5/2006	0.15
NYSE	GXL	3/3/2006	0.15
NYSE	GXL	12/5/2005	0.15
NYSE	GXL	9/2/2005	0.15
NYSE	GXL	6/3/2005	0.15
NYSE	GXL	3/3/2005	0.15
NYSE	GXL	12/3/2004	0.15
NYSE	GXL	9/2/2004	0.15
NYSE	GXL	6/3/2004	0.15
NYSE	GLK	10/8/1992	0.05
NYSE	GLK	7/9/1992	0.05
NYSE	GLK	4/9/1992	0.05
NYSE	GLK	1/9/1992	0.05
NYSE	GLK	10/8/1991	0.05
NYSE	GLK	7/9/1991	0.05
NYSE	GLK	4/9/1991	0.05
NYSE	GLK	1/9/1991	0.05
NYSE	GLK	10/5/1990	0.05
NYSE	GLK	7/9/1990	0.05
NYSE	GLK	4/6/1990	0.05
NYSE	GLK	1/8/1990	0.05
NYSE	GLK	10/6/1989	0.05
NYSE	GLK	7/10/1989	0.05
NYSE	GLK	4/10/1989	0.05
NYSE	GLK	1/9/1989	0.05
NYSE	GLK	10/7/1988	0.04
NYSE	GLK	7/11/1988	0.04
NYSE	GLK	4/11/1988	0.04
NYSE	GLK	1/11/1988	0.04
NYSE	GLK	7/9/1987	0.04
NYSE	GLK	4/9/1987	0.04
NYSE	GLK	1/9/1987	0.04
NYSE	GLK	10/8/1986	0.04
NYSE	GLK	7/9/1986	0.04
NYSE	GLK	4/9/1986	0.04
NYSE	GLK	1/9/1986	0.04
NYSE	GLK	10/8/1985	0.04
NYSE	GLK	7/9/1985	0.04
NYSE	GLK	4/9/1985	0.035
NYSE	GLK	1/8/1985	0.035
NYSE	GLK	10/10/1984	0.035
NYSE	GLK	7/10/1984	0.035
NYSE	GLK	4/10/1984	0.035
NYSE	GLK	1/10/1984	0.035
NYSE	GLK	10/18/1983	0.03
NYSE	GLK	6/9/1983	0.03
NYSE	GLK	3/21/1983	0.03
NYSE	GVD	9/23/2009	0.01
NYSE	GVD	3/27/2009	0.05
NYSE	GVD	9/24/2008	0.03
NYSE	GVD	3/27/2008	0.05
NYSE	GVD	9/26/2007	0.03
NYSE	GVD	3/28/2007	0.04
NYSE	GVD	9/27/2006	0.03
NYSE	GVD	3/30/2006	0.0525
NYSE	GVD	9/28/2005	0.0225
NYSE	GVD	3/24/2005	0.04125
NYSE	GVD	9/29/2004	0.01875
NYSE	GVD	3/24/2004	0.03
NYSE	GVD	10/1/2003	0.0125
NYSE	GVD	3/26/2003	0.02167
NYSE	GVD	10/2/2002	0.00833
NYSE	GVD	3/26/2002	0.01751
NYSE	GVD	10/3/2001	0.0075
NYSE	GVD	3/28/2001	0.01376
NYSE	GVD	10/4/2000	0.00569
NYSE	GVD	3/29/2000	0.01478
NYSE	GVD	4/6/1999	0.00155
NYSE	GVD	3/11/1999	0.00186
NYSE	GVD	3/11/1998	0.00724
NYSE	GVD	3/18/1997	0.00155
NYSE	GGM	12/11/2009	0.05
NYSE	GGM	9/11/2009	0.05
NYSE	GGM	6/11/2009	0.05
NYSE	GGM	3/20/2009	0.05
NYSE	GGM	12/18/2008	0.1
NYSE	GGM	9/11/2008	0.1
NYSE	GGM	6/11/2008	0.1
NYSE	GGM	3/12/2008	0.1
NYSE	GGM	12/12/2007	0.1
NYSE	GGM	9/12/2007	0.1
NYSE	GGM	6/13/2007	0.1
NYSE	GGM	3/13/2007	0.1
NYSE	GGM	12/13/2006	0.1
NYSE	GGM	9/13/2006	0.1
NYSE	GGM	6/13/2006	0.1
NYSE	GGM	3/13/2006	0.1
NYSE	GGM	12/13/2005	0.1
NYSE	GGM	9/13/2005	0.1
NYSE	GGM	6/13/2005	0.1
NYSE	GGM	3/11/2005	0.1
NYSE	GGM	12/13/2004	0.1
NYSE	GBG	7/30/2008	0.225
NYSE	GBG	5/15/2008	0.225
NYSE	GBG	2/6/2008	0.225
NYSE	GBG	11/1/2007	0.225
NYSE	GBG	8/2/2007	0.225
NYSE	GBG	5/9/2007	0.2
NYSE	GBG	1/24/2007	0.2
NYSE	GBG	10/31/2006	0.2
NYSE	GBG	8/9/2006	0.2
NYSE	GBM	1/5/2010	0.135
NYSE	GBM	10/6/2009	0.13
NYSE	GBM	6/30/2009	0.13
NYSE	GBM	4/7/2009	0.13
NYSE	GBM	1/6/2009	0.13
NYSE	GBM	10/7/2008	0.125
NYSE	GBM	7/1/2008	0.125
NYSE	GBM	4/8/2008	0.125
NYSE	GBM	1/8/2008	0.125
NYSE	GBM	10/9/2007	0.12
NYSE	GBM	7/2/2007	0.12
NYSE	GBM	4/10/2007	0.12
NYSE	GBM	1/10/2007	0.12
NYSE	GBM	10/11/2006	0.11
NYSE	GBM	7/5/2006	0.11
NYSE	GBM	4/11/2006	0.11
NYSE	GBM	1/11/2006	0.11
NYSE	GBM	10/12/2005	0.105
NYSE	GBM	7/6/2005	0.105
NYSE	GBM	4/6/2005	0.105
NYSE	GBM	1/12/2005	0.105
NYSE	GBM	10/6/2004	0.1
NYSE	GBM	7/8/2004	0.1
NYSE	GBM	4/7/2004	0.1
NYSE	GBM	1/8/2004	0.1
NYSE	GBM	10/8/2003	0.095
NYSE	GBM	7/10/2003	0.095
NYSE	GBM	4/15/2003	0.095
NYSE	GBM	1/15/2003	0.095
NYSE	GBM	10/10/2002	0.09
NYSE	GBM	7/11/2002	0.09
NYSE	GBM	3/26/2002	0.09
NYSE	GBM	1/16/2002	0.09
NYSE	GBM	10/11/2001	0.0825
NYSE	GBM	7/11/2001	0.0825
NYSE	GBM	4/10/2001	0.0825
NYSE	GBM	1/10/2001	0.0825
NYSE	GBM	10/11/2000	0.0775
NYSE	GBM	7/12/2000	0.0775
NYSE	GBM	4/12/2000	0.0775
NYSE	GBM	1/12/2000	0.0775
NYSE	GBM	10/13/1999	0.07
NYSE	GBM	7/13/1999	0.07
NYSE	GBM	4/13/1999	0.07
NYSE	GBM	1/13/1999	0.07
NYSE	GBM	10/13/1998	0.06
NYSE	GBM	7/13/1998	0.06
NYSE	GBM	4/13/1998	0.06
NYSE	GBM	1/13/1998	0.06
NYSE	GBM	10/10/1997	0.05
NYSE	GBM	7/11/1997	0.05
NYSE	GBM	4/11/1997	0.05
NYSE	GBM	1/13/1997	0.05
NYSE	GBM	10/9/1996	0.044
NYSE	GBM	7/11/1996	0.04375
NYSE	GBM	4/11/1996	0.04375
NYSE	GBM	1/10/1996	0.04375
NYSE	GBM	10/11/1995	0.0375
NYSE	GBM	7/12/1995	0.0375
NYSE	GBM	4/7/1995	0.0375
NYSE	GBM	1/9/1995	0.0375
NYSE	GBM	10/7/1994	0.0325
NYSE	GBM	7/11/1994	0.0325
NYSE	GBM	4/11/1994	0.0325
NYSE	GBM	1/10/1994	0.03125
NYSE	GBM	10/8/1993	0.03125
NYSE	GBM	7/9/1993	0.03125
NYSE	GBM	4/8/1993	0.03125
NYSE	GBM	1/11/1993	0.03125
NYSE	GBM	10/8/1992	0.03125
NYSE	GBM	7/9/1992	0.03125
NYSE	GBM	4/9/1992	0.03
NYSE	GBM	1/9/1992	0.03
NYSE	GBM	10/8/1991	0.03
NYSE	GBM	7/9/1991	0.02937
NYSE	GBM	4/9/1991	0.02937
NYSE	GBM	1/9/1991	0.02937
NYSE	GBM	10/9/1990	0.02937
NYSE	GBM	7/9/1990	0.02937
NYSE	GBM	4/6/1990	0.02937
NYSE	GBM	1/8/1990	0.02937
NYSE	GBM	10/10/1989	0.02937
NYSE	GBM	7/10/1989	0.02875
NYSE	GBM	4/10/1989	0.02875
NYSE	GBM	1/9/1989	0.023
NYSE	GBM	10/7/1988	0.023
NYSE	GBM	7/11/1988	0.023
NYSE	GBM	4/11/1988	0.023
NYSE	GBM	1/11/1988	0.0225
NYSE	GBM	10/8/1987	0.0225
NYSE	GBM	7/9/1987	0.0225
NYSE	GBM	4/9/1987	0.0225
NYSE	GBM	1/9/1987	0.0225
NYSE	GBM	10/8/1986	0.0225
NYSE	GBM	7/9/1986	0.0225
NYSE	GBM	4/9/1986	0.0215
NYSE	GBM	1/13/1986	0.0215
NYSE	GBM	10/8/1985	0.0215
NYSE	GBM	7/9/1985	0.0215
NYSE	GBM	4/9/1985	0.0215
NYSE	GBM	1/10/1985	0.0215
NYSE	GBM	10/9/1984	0.0205
NYSE	GGO	11/18/2009	0.045
NYSE	GGO	8/19/2009	0.045
NYSE	GGO	5/20/2009	0.045
NYSE	GGO	2/18/2009	0.045
NYSE	GGO	11/19/2008	0.045
NYSE	GGO	8/20/2008	0.045
NYSE	GGO	5/21/2008	0.045
NYSE	GGO	2/27/2008	0.045
NYSE	GGO	11/20/2007	0.04
NYSE	GGO	8/21/2007	0.04
NYSE	GGO	5/15/2007	0.04
NYSE	GGO	2/20/2007	0.04
NYSE	GGO	11/14/2006	0.035
NYSE	GGO	8/15/2006	0.035
NYSE	GGO	5/17/2006	0.035
NYSE	GGO	2/14/2006	0.035
NYSE	GGO	11/15/2005	0.03
NYSE	GGO	8/12/2005	0.03
NYSE	GGO	5/13/2005	0.03
NYSE	GGO	2/17/2005	0.03
NYSE	GGO	11/12/2004	0.03
NYSE	GGO	8/13/2004	0.03
NYSE	GTE	9/25/2008	0.232
NYSE	GTE	9/26/2007	0.216
NYSE	GTE	3/28/2007	0.149
NYSE	GTE	9/27/2006	0.154
NYSE	GTE	3/28/2006	0.194
NYSE	GTE	9/27/2005	0.114
NYSE	GTE	3/28/2005	0.12
NYSE	GTE	9/27/2004	0.114
NYSE	GTE	3/26/2004	0.112
NYSE	GTE	9/25/2003	0.064
